time,logistic_discrete,gompertz_discrete
0.0,10.0,10.0
0.1,10.45,11.151292546497023
0.2,10.917898749999999,12.374374548977915
0.30000000000000004,11.404193430942373,13.667213576220956
0.4,11.909375288584316,15.027217765550914
0.5,12.433927443131362,16.451277400354478
0.6000000000000001,12.978322539457402,17.935813576289334
0.7000000000000001,13.543020238461178,19.476832414940624
0.8,14.128464551794552,21.069983266094283
0.9,14.735081024088622,22.710619375721166
1.0,15.363273768899825,24.39385957787017
1.1,16.013422366895735,26.114649685843943
1.2000000000000002,16.685878637290223,27.8678224019817
1.3,17.380963296205547,29.64815472711397
1.4000000000000001,18.0989625184638,31.450422021988125
1.5,18.840124422264612,33.26944804635977
1.6,19.604655499254637,35.10015047080043
1.7000000000000002,20.392717015595142,36.93758151658893
1.8,21.204421412735826,38.77696352653481
1.9000000000000001,22.039828739648172,40.613719401571345
2.0,22.89894315119407,42.44349795283047
2.1,23.781709510032965,44.262194315953046
2.2,24.688010131924816,46.06596565363035
2.3000000000000003,25.617661716384045,47.85124243445632
2.4000000000000004,26.570412506295703,49.61473562219424
2.5,27.545939721233133,51.353440140949665
2.6,28.543847309731884,53.06463500012343
2.7,29.563664065597834,54.74588047012872
2.8000000000000003,30.604842152385967,56.395012697448166
2.9000000000000004,31.666756078419034,58.0101361373904
3.0,32.74870216207494,59.589614166493796
3.1,33.849898523528545,61.13205821540307
3.2,34.969485634678385,62.63631573854336
3.3000000000000003,36.106527453635316,64.1014573102067
3.4000000000000004,37.26001316393702,65.52676310874905
3.5,38.428859531645486,66.91170902231337
3.6,39.61191388577629,68.25595258153193
3.7,40.807957719218024,69.55931889756384
3.8000000000000003,42.01571089857218,70.82178675800789
3.9000000000000004,43.23383646234459,72.04347500900032
4.0,44.46094597783544,73.22462932936857
4.1000000000000005,45.69560541810522,74.36560948218826
4.2,46.936341511746896,75.4668771105378
4.3,48.18164851008057,76.52898412766197
4.4,49.429995309010124,77.5525617370997
4.5,50.67983285633625,78.53831010552314
4.6000000000000005,51.92960176997997,79.48698869997564
4.7,53.17774008848461,80.39940729176436
4.800000000000001,54.42269107244963,81.27641762133247
4.9,55.662910974288465,82.11890571187075
5.0,56.89687669393711,82.92778481409486
5.1000000000000005,58.12309323987142,83.70398896037953
5.2,59.3401009179796,84.44846710317684
5.300000000000001,60.54648217540058,85.16217781023168
5.4,61.740868032262554,85.8460844874291
5.5,62.921944041187054,86.50115109906172
5.6000000000000005,64.08845572228527,87.12833835479455
5.7,65.23921342996587,87.72860033254216
5.800000000000001,66.37309661698384,88.30288150678186
5.9,67.4890574705693,88.85211415243737
6.0,68.58612390496486,89.37721609531833
6.1000000000000005,69.66340190405951,89.87908878113994
6.2,70.72007721683923,90.35861563632639
6.300000000000001,71.75541641690334,90.81666069508306
6.4,72.7687673451669,91.25406746857091
6.5,73.75955896195774,91.67165803340389
6.6000000000000005,74.72730064092437,92.07023231809293
6.7,75.67158094243104,92.45056756745838
6.800000000000001,76.59206590838915,92.81341796641014
6.9,77.48849692375109,93.15951440584011
7.0,78.36068819218755,93.4895643746726
7.1000000000000005,79.20852387482032,93.80425196336998
7.2,80.03195494134734,94.10423796538596
7.300000000000001,80.83099578254777,94.39016006419396
7.4,81.60572063207603,94.66263309459171
7.5,82.35625984373961,94.92224936799319
7.6000000000000005,83.08279606820182,95.16957905236562
7.7,83.7855603703567,95.40517059835373
7.800000000000001,84.46482832558719,95.62955120395601
7.9,85.12091612983109,95.84322731088102
8.0,85.75417675493178,96.04668512641798
8.1,86.36499617722032,96.24039116530663
8.200000000000001,86.9537897037357,96.42479280669018
8.3,87.52099841700173,96.6003188617847
8.4,88.06708575589741,96.7673801484009
8.5,88.59253424692399,96.92637006891303
8.6,89.09784239712398,97.07766518868766
8.700000000000001,89.58352175706881,97.22162581236505
8.8,90.05009415972263,97.35859655572955
8.9,90.49808913862131,97.4889069112175
9.0,90.92804152668145,97.61287180539128
9.1,91.34048923507657,97.73079214696169
9.200000000000001,91.73597120997883,97.84295536416752
9.3,92.11502556355873,97.94963593052474
9.4,92.47818787444913,98.05109587813932
9.5,92.82598965190064,98.14758529793994
9.600000000000001,93.1589569570683,98.23934282633019
9.700000000000001,93.47760917425727,98.32659611788772
9.8,93.78245792450254,98.40956230384991
9.9,94.07400611354711,98.48844843622463
10.0,94.35274710609862,98.56345191745133
