time,logistic,gompertz
0.0,10.0,10.0
0.02004008016032064,10.090542498871505,10.232223243101734
0.04008016032064128,10.181812048089364,10.467443191004923
0.06012024048096192,10.273812803003404,10.705644262182862
0.08016032064128256,10.366548911337414,10.946809865752742
0.1002004008016032,10.460024513189166,11.190922524948723
0.12024048096192384,10.554243720503305,11.437969886375994
0.1402805611222445,10.649209529720425,11.687933542581849
0.16032064128256512,10.744925653504588,11.940790030268715
0.18036072144288576,10.841396516201769,12.196515329447708
0.2004008016032064,10.938626504436767,12.455084863438634
0.22044088176352705,11.036619967113216,12.71647349886999
0.24048096192384769,11.13538121541357,12.980655545678955
0.2605210420841683,11.23491452279912,13.24760475711141
0.280561122244489,11.335224125009972,13.517294329721917
0.3006012024048096,11.436314220065077,13.789696903373727
0.32064128256513025,11.538188968262201,14.064784561238787
0.3406813627254509,11.640852492177943,14.342528829797725
0.3607214428857715,11.744308876667732,14.622900678839867
0.3807615230460922,11.848562168865824,14.905870521463225
0.4008016032064128,11.953616378185298,15.191408214074494
0.42084168336673344,12.059475476318068,15.479483056389071
0.4408817635270541,12.166143397234876,15.770063791431038
0.4609218436873747,12.273624037185288,16.06311860553316
0.48096192384769537,12.3819212546977,16.358615128336897
0.501002004008016,12.491038870579334,16.656520432792398
0.5210420841683366,12.600980667916248,16.956801035158502
0.5410821643286573,12.71175039207332,17.25942289500274
0.561122244488978,12.82335175069426,17.564351415201326
0.5811623246492986,12.935788413701601,17.871551441939165
0.6012024048096192,13.049064013296714,18.180987264709856
0.6212424849699398,13.163182143959787,18.49262261631569
0.6412825651302605,13.27814636244985,18.806420672867638
0.6613226452905812,13.393960187804742,19.122344053785362
0.6813627254509018,13.51062710134115,19.44035482179723
0.7014028056112224,13.628150546654574,19.760414482940263
0.721442885771543,13.746533929619353,20.08248398656022
0.7414829659318637,13.865780618388648,20.40652372531151
0.7615230460921844,13.98589394339445,20.73249353515725
0.781563126252505,14.106877197347577,21.06035269536924
0.8016032064128256,14.228733635237678,21.390059928527975
0.8216432865731462,14.351466474333225,21.721573400522637
0.8416833667334669,14.475078894181529,22.054850720551094
0.8617234468937875,14.599574036608715,22.38984894111991
0.8817635270541082,14.724955005719742,22.726524558044332
0.9018036072144289,14.851224867898404,23.064833510448306
0.9218436873747494,14.978386651807313,23.40473118076445
0.9418837675350701,15.106443348387916,23.7461723947341
0.9619238476953907,15.235397910860485,24.089111421407246
0.9819639278557114,15.365253254724117,24.433501973142597
1.002004008016032,15.49601225775675,24.779297205607538
1.0220440881763526,15.627677760015132,25.126449717778144
1.0420841683366733,15.760252563834854,25.474911551939186
1.062124248496994,15.89373943383033,25.82463419368412
1.0821643286573146,16.0281410968948,26.175581597377562
1.1022044088176353,16.16346024220033,26.527752290236005
1.122244488977956,16.299699521197823,26.881102544133725
1.1422845691382766,16.43686154761701,27.235584723662818
1.1623246492985972,16.574948897466438,27.59115160282352
1.1823647294589177,16.71396410903349,27.94775636502419
1.2024048096192383,16.85390968288438,28.305352603081342
1.222444889779559,16.99478808186415,28.663894319219608
1.2424849699398797,17.13660173109666,29.023335925071756
1.2625250501002003,17.279353017984615,29.383632241678693
1.282565130260521,17.42304429220953,29.74473849948946
1.3026052104208417,17.56767355486046,30.10661033836123
1.3226452905811623,17.71322620126219,30.46920380755931
1.342685370741483,17.859703911764463,30.832475365757148
1.3627254509018036,18.007110125603848,31.196381881036316
1.3827655310621243,18.155448149140533,31.560880630886533
1.4028056112224447,18.304721155858296,31.92592930220564
